OBJECTID_1,OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,impact,impact_dis,impact_eph,impact_e,impact_d,impact_de
"164","2606",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701089",C,2304.00000000000,WEST MESA WELL # 1,,WL,GW,E,35.07454300000,-106.73882600000,"003",2002/02/05,0.00000000000,,0.00000000000,,303.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"164",5055.98225716000,2033845.44784000004,"0","0","0","0","0","0"
"165","2607",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701085",C,2300.00000000000,WALKER WELL # 1,,WL,GW,E,35.17407400000,-106.52846400000,"003",2002/02/05,0.00000000000,,0.00000000000,,813.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"165",5055.98751369000,2033845.47001000005,"1","0","1","1","0","1"
"166","2608",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701018",C,2234.00000000000,DON WELL # 1,,WL,GW,P,35.06750000000,-106.74111100000,"003",2002/02/05,1440.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"166",5055.98186828000,2033845.43678999995,"1","0","1","1","0","1"
"167","2609",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701007",C,2224.00000000000,CANDELARIA WELL # 1,,WL,GW,P,35.11808300000,-106.63732300000,"003",2002/02/05,553.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"167",5055.98454504000,2033845.43589000008,"1","0","1","1","0","1"
"168","2610",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701070",C,2285.00000000000,THOMAS WELL # 2,,WL,GW,P,35.13032200000,-106.54374600000,"003",2002/02/05,0.00000000000,,0.00000000000,,631.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"168",5055.98520294000,2033845.44766999991,"1","0","1","1","0","1"
"169","2611",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701193",C,12901.00000000000,CORRALES WELL #05,,WL,GW,P,35.19305800000,-106.72902600000,"003",2002/02/05,1305.00000000000,FT,0.00000000000,,504.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"169",5055.98845404000,2033845.43588000000,"0","0","0","0","0","0"
"170","2612",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701008",C,2225.00000000000,CANDELARIA WELL # 2,,WL,GW,P,35.11958200000,-106.63717800000,"003",2002/02/05,288.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"170",5055.98463164000,2033845.44182999991,"1","0","1","1","0","1"
"171","2613",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701065",C,2281.00000000000,SAN JOSE WELL # 3,,WL,GW,P,35.06196700000,-106.65090300000,"003",2002/02/05,0.00000000000,,0.00000000000,,73.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"171",5055.98159737000,2033845.45555999991,"1","0","1","1","0","1"
"172","2614",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701184",C,12891.00000000000,CORRALES WELL #02,,WL,GW,P,35.20489500000,-106.70398200000,"003",2002/02/05,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"172",5055.98906979000,2033845.44030999998,"1","0","1","1","0","1"
"173","2615",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701009",C,2226.00000000000,CANDELARIA WELL # 3,,WL,GW,P,35.11867400000,-106.63477400000,"003",2002/02/05,310.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"173",5055.98458785000,2033845.44506000006,"1","0","1","1","0","1"
"174","2616",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701063",C,2279.00000000000,SAN JOSE WELL # 1,,WL,GW,P,35.05459700000,-106.64734000000,"003",2002/02/05,0.00000000000,,0.00000000000,,44.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"174",5055.98118989000,2033845.44399999990,"1","0","1","1","0","1"
"175","2617",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701179",C,12628.00000000000,SJC CLEAR WELLS,,CW,SW,P,35.14353800000,-106.61203800000,"003",2009/02/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"175",5055.98589187000,2033845.44488999993,"1","0","1","1","0","1"
"176","2618",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701088",C,2303.00000000000,WEBSTER WELL # 2,,WL,GW,E,35.17017200000,-106.56012700000,"003",2002/02/05,0.00000000000,,0.00000000000,,488.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"176",5055.98730855000,2033845.46787000005,"1","0","1","1","0","1"
"177","2619",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701092",C,2307.00000000000,WEST MESA WELL # 4,,WL,GW,E,35.08003600000,-106.72281100000,"003",2002/02/05,0.00000000000,,0.00000000000,,225.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"177",5055.98252554000,2033845.42916000006,"0","0","0","0","0","0"
"178","2620",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701086",C,2301.00000000000,WALKER WELL # 2,,WL,GW,E,35.17322700000,-106.53725500000,"003",2002/02/05,0.00000000000,,0.00000000000,,698.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"178",5055.98745359000,2033845.45720999991,"1","0","1","1","0","1"
"179","2621",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701010",C,2227.00000000000,CANDELARIA WELL # 4,,WL,GW,P,35.11823200000,-106.63957300000,"003",2002/02/05,296.00000000000,FT,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"179",5055.98457823000,2033845.45613999991,"1","0","1","1","0","1"
"180","2622",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701015",C,2232.00000000000,COLLEGE WELL # 1,,WL,GW,P,35.11143400000,-106.74308300000,"003",2002/02/05,1662.00000000000,FT,0.00000000000,,436.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"180",5055.98423970000,2033845.47218000004,"1","0","1","1","0","1"
"181","2623",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701064",C,2280.00000000000,SAN JOSE WELL # 2,,WL,GW,P,35.06097900000,-106.64210600000,"003",2002/02/05,0.00000000000,,0.00000000000,,122.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"181",5055.98152900000,2033845.44264000002,"1","0","1","1","0","1"
"182","2624",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701090",C,2305.00000000000,WEST MESA WELL # 2,,WL,GW,P,35.08560200000,-106.73266900000,"003",2002/02/05,0.00000000000,,0.00000000000,,240.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"182",5055.98283621000,2033845.44127999991,"1","0","1","1","0","1"
"183","2625",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000000,92894000.00000000000,"10701084",C,2299.00000000000,VOLCANO CLIFFS WELL # 3,,WL,GW,P,35.16672300000,-106.72968600000,"003",2002/02/05,0.00000000000,,0.00000000000,,473.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0",0.50000000000,"183",5055.98716073000,2033845.49334000004,"1","0","1","1","0","1"
"184","2641",NM3533223,PONDEROSA MDWCA,,L,PONDEROSA,SANDOVAL,GU,350.00000000000,96000.00000000000,"33223004",C,7808.00000000000,INFILTRATION GALLERY #2,,IG,GU,P,35.70425600000,-106.62216300000,"003",2001/05/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"184",5056.01305995000,2033845.47203000006,"1","1","1","1","1",
"185","2642",NM3533223,PONDEROSA MDWCA,,L,PONDEROSA,SANDOVAL,GU,350.00000000000,96000.00000000000,"33223001",C,7236.00000000000,INFILTRATION GALLERY #1,,IG,SW,P,35.70448200000,-106.62235400000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"185",5056.01303975000,2033845.44763999991,"1","1","1","1","1",
"186","2940",NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,,L,KIRTLAND,SAN JUAN,SW,8647.00000000000,2000000.00000000000,"10324011",C,12872.00000000000,SAN JUAN RIVER INTAKE,SAN JUAN RIVER WATER,IN,SW,P,36.72358000000,-108.32399000000,"003",2018/05/09,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"186",5056.04911598000,2033845.44981999998,"1","0","1","1","0","1"
"187","2941",NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,,L,KIRTLAND,SAN JUAN,SW,8647.00000000000,2000000.00000000000,"10324010",C,12871.00000000000,RESERVOIR #2 (RAW),,RS,SW,P,36.73833300000,-108.31527700000,"003",2009/08/31,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"187",5056.04949984000,2033845.45356999990,"1","0","1","1","0","1"
"188","3205",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114017",C,2464.00000000000,EAGLE CREEK #4,,WL,GW,P,33.39416700000,-105.71694400000,"003",2002/07/25,599.00000000000,FT,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"188",5055.88023420000,2033845.45448000007,"1","1","1","1","1",
"189","3206",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114018",C,2465.00000000000,ALTO WELL # 2,,WL,GW,P,33.39497200000,-105.66866600000,"003",2000/10/01,695.00000000000,FT,8.00000000000,IN,21.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"189",5055.88029218000,2033845.45870000008,"1","1","1","1","1",
"190","3207",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114021",C,2467.00000000000,APPLE ORCHARD WELL,,WL,GW,P,33.40119400000,-105.69752800000,"003",,540.00000000000,FT,6.00000000000,IN,30.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"190",5055.88070333000,2033845.46366999997,"1","1","1","1","1",
"191","3208",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114022",C,2468.00000000000,FAULT WELL,,WL,GW,P,33.39922200000,-105.70038900000,"003",,800.00000000000,FT,6.00000000000,IN,30.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"191",5055.88057406000,2033845.46375999996,"1","1","1","1","1",
"192","3209",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114023",C,2469.00000000000,RIVER WELL,,WL,GW,P,33.39822200000,-105.68197200000,"003",2000/10/20,535.00000000000,FT,6.00000000000,IN,20.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"192",5055.88044296000,2033845.40947999991,"1","1","1","1","1",
"193","3210",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114024",C,12144.00000000000,EAGLE CREEK DIVERSION,,IN,SW,P,33.39311100000,-105.71838800000,"003",2000/10/01,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"193",5055.88017672000,2033845.46354999999,"1","1","1","1","1",
"194","3211",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114009",C,7002.00000000000,GRINDSTONE DIVERSION (UPPER CANYON),,IN,SW,P,33.33700000000,-105.72144400000,"003",2000/10/01,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"194",5055.87647557000,2033845.42489999998,"1","1","1","1","1",
"195","3212",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114019",C,7043.00000000000,ALTO RESEVOIR,,RS,SW,P,33.39700000000,-105.67338800000,"003",2000/10/01,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"195",5055.88041733000,2033845.45341000007,"1","1","1","1","1",
"196","2942",NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,,L,KIRTLAND,SAN JUAN,SW,8647.00000000000,2000000.00000000000,"10324002",C,6995.00000000000,FARMERS DITCH,,IN,SW,P,36.73158600000,-108.31425000000,"003",2018/05/09,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"196",5056.04929340000,2033845.42625000002,"1","0","1","1","0","1"
"197","2943",NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,,L,KIRTLAND,SAN JUAN,SW,8647.00000000000,2000000.00000000000,"10324009",C,12748.00000000000,RESERVOIR #1 (RAW),,RS,SW,P,36.73666600000,-108.31527700000,"003",2009/08/31,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"197",5056.04944808000,2033845.44567999989,"1","0","1","1","0","1"
"198","2944",NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,,L,KIRTLAND,SAN JUAN,SW,8647.00000000000,2000000.00000000000,"10324001",C,6996.00000000000,WESTLAND PARK INTAKE,,IN,SW,P,36.73139000000,-108.24924200000,"003",2006/04/26,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"198",5056.04926669000,2033845.40813000011,"1","0","1","1","0","1"
"199","3240",NM3500725,TRES LAGUNAS HOME OWNERS ASSOCIATION,,P,PECOS,SAN MIGUEL,GU,52.00000000000,11250.00000000000,"00725002",NC,1824.00000000000,HAND DUG WELL (MIDDLE WELL),,WL,GU,P,35.72283300000,-105.67902700000,"003",2011/09/23,10.00000000000,FT,0.00000000000,,7.00000000000,FT,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"199",5056.01386305000,2033845.45974000008,"1","0","1","1","0","1"
"200","3241",NM3500725,TRES LAGUNAS HOME OWNERS ASSOCIATION,,P,PECOS,SAN MIGUEL,GU,52.00000000000,11250.00000000000,"00725004",NC,1825.00000000000,NORTH WELL,,WL,GU,P,35.72311100000,-105.67880500000,"003",2011/09/23,120.00000000000,FT,5.00000000000,IN,21.00000000000,FT,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"200",5056.01388339000,2033845.46521999990,"1","0","1","1","0","1"
"201","3019",NM3590619,CAMP WEHINAHPAY,,P,SACRAMENTO,OTERO,SW,139.00000000000,43000.00000000000,"90619002",NC,7189.00000000000,SPRING #1,,SP,SW,P,32.76213800000,-105.68928300000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1",0.50000000000,"201",5055.83922832000,2033845.45582000003,"1","0","1","1","0","1"
"202","3020",NM3590619,CAMP WEHINAHPAY,,P,SACRAMENTO,OTERO,SW,139.00000000000,43000.00000000000,"90619001",NC,4339.00000000000,WELL #1,,WL,GW,P,32.76331400000,-105.68980400000,"003",,180.00000000000,FT,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"0",0.50000000000,"202",5055.83932231000,2033845.46992999990,"1","0","1","1","0","1"
"203","3189",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114003",C,2454.00000000000,CHEROKEE WELL (H-272),,WL,GW,P,33.31211100000,-105.63625000000,"003",2000/10/01,375.00000000000,FT,8.00000000000,IN,135.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"203",5055.87486909000,2033845.43616999988,"1","0","1","1","0","1"
"204","3190",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114007",C,2458.00000000000,NORTH FORK WELL #4 [H-1982],,WL,GW,P,33.40072200000,-105.73722200000,"003",2000/10/01,1000.00000000000,FT,12.00000000000,IN,450.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"204",5055.88063955000,2033845.43755999999,"1","1","1","1","1",
"205","3191",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114010",C,2460.00000000000,HOLLYWOOD WELL (H-272-S),,WL,GW,P,33.32741600000,-105.62902700000,"003",2000/10/01,254.00000000000,FT,10.00000000000,IN,87.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"205",5055.87592583000,2033845.48451999994,"1","1","1","1","1",
"206","3192",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114016",C,2463.00000000000,GREEN WELL (WOODPECKER),WOODPECKER,WL,GW,P,33.39422200000,-105.71697200000,"003",2000/10/01,2035.00000000000,FT,10.00000000000,IN,23.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"206",5055.88021693000,2033845.43763000006,"1","1","1","1","1",
"207","3193",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114020",C,2466.00000000000,ALTO WELL # 1,,WL,GW,P,33.39505500000,-105.67616600000,"003",2000/10/01,1200.00000000000,FT,18.00000000000,IN,35.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"207",5055.88028633000,2033845.44956999994,"1","1","1","1","1",
"208","3194",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114060",C,12142.00000000000,HIGH SCHOOL WELL,,WL,GW,P,33.34769400000,-105.64438800000,"003",2009/08/17,500.00000000000,FT,12.00000000000,IN,53.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"208",5055.87720144000,2033845.44812000007,"1","0","1","1","0","1"
"209","3195",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114025",C,7044.00000000000,GRINDSTONE RESERVOIR,,RS,SW,P,33.32283300000,-105.68475000000,"003",2000/10/01,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"209",5055.87558837000,2033845.45277000009,"1","0","1","1","0","1"
"210","3196",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114063",C,12664.00000000000,ALTO RAW WATER INTAKE (TOCA) (LT2),,IN,SW,P,33.39333300000,-105.67416600000,"003",2009/11/06,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"210",5055.88019875000,2033845.46919999993,"1","1","1","1","1",
"211","3197",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114065",C,13077.00000000000,GRINDSTONE RAW WATER INTAKE (TOCA) (LT2),,IN,SW,P,33.32213800000,-105.68208300000,"003",2006/05/05,0.00000000000,,0.00000000000,,0.00000000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1",0.50000000000,"211",5055.87550375000,2033845.42102000001,"1","0","1","1","0","1"
"212","3198",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114002",C,2453.00000000000,BOG CANYON WELL [H-272-S5],,WL,GW,P,33.35341600000,-105.65220800000,"003",,300.00000000000,FT,0.00000000000,,46.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"212",5055.87756723000,2033845.44320000010,"1","0","1","1","0","1"
"213","3199",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114004",C,2455.00000000000,NORTH FORK WELL #1 [H-1979],,WL,GW,P,33.39497200000,-105.71386100000,"003",2000/10/01,785.00000000000,FT,12.00000000000,IN,142.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"213",5055.88032667000,2033845.48659000010,"1","1","1","1","1",
"214","3200",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114005",C,2456.00000000000,EAGLE CREEK #2 [H-1980],,WL,GW,P,33.40371600000,-105.73835000000,"003",,800.00000000000,FT,0.00000000000,,55.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"214",5055.88083931000,2033845.44097000011,"1","1","1","1","1",
"215","3201",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114006",C,2457.00000000000,NORTH FORK WELL #3 [H-1981],,WL,GW,P,33.40197200000,-105.73686100000,"003",2000/10/01,796.00000000000,FT,12.00000000000,IN,533.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"215",5055.88072610000,2033845.44140999997,"1","1","1","1","1",
"216","3202",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114008",C,2459.00000000000,GAVILAN TANK WELL [H-272-S4],,WL,GW,P,33.37405200000,-105.64576600000,"003",,250.00000000000,FT,0.00000000000,,75.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"216",5055.87891261000,2033845.44412999996,"1","0","1","1","0","1"
"217","3203",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114012",C,2461.00000000000,PLANT # 2 WELL [H-272-S3],,WL,GW,P,33.37970900000,-105.64546000000,"003",,510.00000000000,FT,0.00000000000,,86.00000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"217",5055.87929603000,2033845.45669999998,"1","0","1","1","0","1"
"218","3204",NM3513114,RUIDOSO WATER SYSTEM,,L,RUIDOSO,LINCOLN,SW,19076.00000000000,17158000.00000000000,"13114015",C,2462.00000000000,BROWN WELL,,WL,GW,P,33.39494400000,-105.70838800000,"003",2000/10/01,900.00000000000,FT,12.00000000000,IN,48.80000000000,FT,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0",0.50000000000,"218",5055.88028786000,2033845.45681999996,"1","1","1","1","1",
"219","2498",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424008",NTNC,14432.00000000000,WELL #10,,WL,GW,P,36.58215000000,-108.05437000000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"219",5056.04524845000,2033845.44216000009,"0","0","0","0","0","0"
"220","2499",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424007",NTNC,14431.00000000000,WELL #9,,WL,GW,P,36.57803000000,-108.06386000000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"220",5056.04512551000,2033845.43879999989,"0","0","0","0","0","0"
"221","2500",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000000,84000.00000000000,"67424005",NTNC,14429.00000000000,WELL #7,,WL,GW,P,36.57058000000,-108.07134000000,"003",2020/02/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"221",5056.04495144000,2033845.47109999997,"1","0","1","1","0","1"
