OBJECTID_1,OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,impact,impact_dis,impact_eph,impact_e,impact_d,impact_de
"46","312",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000000,7057000.00000000000,"09824001",C,6988.00000000000,ANIMAS RIVER HEADGATE,,IN,SW,P,36.03839000000,-107.99235000000,"003",2017/08/16,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"45",5056.02688750000,2033845.44219999993,"1","0","1","1","0","1"
"47","313",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000000,7057000.00000000000,"09824006",C,9099.00000000000,RESERVOIR #1,OLD RESERVOIR,RS,SW,P,36.83485000000,-107.97527000000,"003",2017/08/15,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"46",5056.05185640000,2033845.43695000000,"1","0","1","1","0","1"
"48","314",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000000,7057000.00000000000,"09824007",C,9100.00000000000,LOWER EAST AZTEC STORAGE TANK,,RS,SW,P,36.81979000000,-107.92648000000,"003",2017/08/16,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"47",5056.05154110000,2033845.47184000001,"1","0","1","1","0","1"
"49","315",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000000,7057000.00000000000,"09824003",C,6990.00000000000,ANIMAS RIVER PUMP,,IN,SW,P,36.83745000000,-107.99242000000,"003",2017/08/15,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"48",5056.05193320000,2033845.44922000007,"1","0","1","1","0","1"
"50","316",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000000,7057000.00000000000,"09824002",C,6989.00000000000,INTAKE #2,ANIMAS RIVER - UPPER DITCH,IN,SW,P,36.92055900000,-107.90930200000,"003",2003/03/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"49",5056.05387062000,2033845.48656999995,"1","0","1","1","0","1"
"51","346",NM3590924,NAVAJO LAKE STATE PARK - PINE SITE,,S,NAVAJO DAM,SAN JUAN,SW,550.00000000000,200000.00000000000,"90924001",NC,7034.00000000000,NAVAJO RESERVOIR INTAKE,,IN,SW,P,36.82333000000,-107.61566900000,"003",2004/10/13,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"50",5056.05159458000,2033845.44652000000,"0","0","0","0","0","0"
"52","237",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000000,8100000.00000000000,"18025024",C,14080.00000000000,STORRIE RESERVOIR,,RS,SW,P,35.66479300000,-105.22792500000,"003",2018/02/12,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"51",5056.01121061000,2033845.39831000008,"1","0","1","1","0","1"
"53","238",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000000,8100000.00000000000,"18025026",C,14077.00000000000,RAW WATER INTAKE,,IN,SW,P,36.80788100000,-107.86968200000,"003",2018/02/08,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"52",5056.05121166000,2033845.43717000005,"1","0","1","1","0","1"
"54","239",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000000,8100000.00000000000,"18025031",C,14085.00000000000,WELL #7,,WL,GW,P,35.56736100000,-105.24703800000,"003",2018/02/12,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"53",5056.00679670000,2033845.42106999992,"1","0","1","1","0","1"
"55","587",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000000,1000000.00000000000,"30504005",C,11330.00000000000,WELL #1 (ROCKY MOUNTIAN WELL),ROCKY MOUNTAIN WELL,WL,GW,P,36.43512500000,-104.99747800000,"003",2019/04/03,645.00000000000,FT,0.00000000000,,46.00000000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"54",5056.04085667000,2033845.46632999997,"1","0","1","1","0","1"
"56","588",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000000,1000000.00000000000,"30504006",C,11331.00000000000,WELL #2 (PHILLIPS WELL),PHILLIPS WELL,WL,GW,P,36.43437900000,-105.00552000000,"003",2019/04/03,1300.00000000000,FT,0.00000000000,,300.00000000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"55",5056.04077997000,2033845.42418000009,"1","0","1","1","0","1"
"57","589",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000000,1000000.00000000000,"30504009",C,13525.00000000000,NATURE TRAIL WELL,,WL,GW,P,36.46282200000,-104.94927000000,"003",2019/04/03,105.00000000000,FT,0.00000000000,,22.00000000000,FT,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"56",5056.04170937000,2033845.45726000005,"1","0","1","1","0","1"
"58","590",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000000,1000000.00000000000,"30504001",C,7021.00000000000,INTAKE #1,URRACA AND PHILLIPS RESERVOIRS,IN,SW,P,36.43444400000,-105.00861100000,"003",2011/11/15,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"57",5056.04083584000,2033845.46806000010,"1","0","1","1","0","1"
"59","777",NM3501024,PINE RIVER MDCA,,L,NAVAJO DAM,SAN JUAN,GU,44.00000000000,1200.00000000000,"01024001",C,10655.00000000000,WELL #1,,WL,GU,P,36.99972200000,-107.60111100000,"003",2005/03/18,20.00000000000,FT,8.00000000000,IN,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"58",5056.05547509000,2033845.43388999999,"1","0","1","1","0","1"
"60","890",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000000,7410000.00000000000,"26704003",C,7020.00000000000,INTAKE #1 (LAKE MALOYA),LAKE MALOYA,IN,SW,P,36.98382800000,-104.37587300000,"003",2007/02/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"59",5056.05513998000,2033845.42595999991,"1","0","1","1","0","1"
"61","891",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000000,7410000.00000000000,"26704001",C,7018.00000000000,INTAKE #2 (CIMARRON DIVERSION),CIMARRON DIVERSION,IN,SW,P,36.52017400000,-104.99792000000,"003",2007/02/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"60",5056.04345046000,2033845.45442000008,"1","1","1","1","1",
"62","892",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000000,7410000.00000000000,"26704011",C,12645.00000000000,STORAGE TANK #5 (RAW WATER TANK - PLANT),,RS,SW,P,36.91935800000,-104.43295800000,"003",2007/02/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"61",5056.05377647000,2033845.43176000006,"1","0","1","1","0","1"
"63","893",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000000,7410000.00000000000,"26704002",C,7019.00000000000,INTAKE #3,LAKE ALICE,IN,SW,P,36.95383600000,-104.38584000000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"0",0.50000000000,"62",5056.05452820000,2033845.43870999990,"1","0","1","1","0","1"
"64","894",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000000,7410000.00000000000,"26704015",C,11779.00000000000,LAKE MALOYA RESERVOIR,,RS,SW,P,36.98382800000,-104.37587300000,"003",2007/02/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"0",0.50000000000,"63",5056.05513998000,2033845.42595999991,"1","0","1","1","0","1"
"65","822",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017002",NTNC,10547.00000000000,WELL #5,,WL,GW,P,35.42545000000,-108.07944000000,"003",2020/04/21,1445.00000000000,FT,8.00000000000,IN,225.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"64",5056.00007810000,2033845.42718999996,"1","0","1","1","0","1"
"66","823",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017015",NTNC,10550.00000000000,WELL #2,,WL,GW,P,35.42199000000,-108.07861000000,"003",2020/04/21,1554.00000000000,FT,8.00000000000,IN,280.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"65",5055.99995389000,2033845.46213999996,"1","0","1","1","0","1"
"67","824",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017008",NTNC,4864.00000000000,WELL B-7,(OFF-SITE WELL B-7),WL,GW,P,35.27908000000,-107.98400000000,"003",2020/04/21,472.00000000000,FT,16.00000000000,IN,156.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"66",5055.99286063000,2033845.44671999989,"1","1","1","1","1",
"68","825",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017009",NTNC,4865.00000000000,WELL B-18,(OFF-SITE WELL B-18),WL,GW,P,35.20370000000,-107.90842000000,"003",2020/04/21,165.00000000000,FT,16.00000000000,IN,100.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"67",5055.98899786000,2033845.43189999997,"1","0","1","1","0","1"
"69","826",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017010",NTNC,4866.00000000000,WELL B-19,(OFF-SITE WELL B-19),WL,GW,P,35.20362000000,-107.91558000000,"003",2020/04/21,150.00000000000,FT,14.00000000000,IN,97.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"68",5055.98900359000,2033845.43932999996,"1","0","1","1","0","1"
"70","827",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017011",NTNC,4867.00000000000,WELL B-44,(OFF-SITE WELL B-44),WL,GW,P,35.23429000000,-107.88884000000,"003",2020/04/21,542.00000000000,FT,16.00000000000,IN,119.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"69",5055.99058400000,2033845.44571999996,"1","0","1","1","0","1"
"71","828",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017013",NTNC,8638.00000000000,RESERVOIR #1,SURFACE WATER RESERVOIR #1,RS,SW,P,35.41369400000,-108.08858300000,"003",2004/03/24,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"70",5055.99953809000,2033845.45188000007,"1","0","1","1","0","1"
"72","829",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017003",NTNC,10548.00000000000,WELL #2,,WL,GW,P,35.42200000000,-108.07858300000,"003",2004/04/21,1664.00000000000,FT,8.00000000000,IN,235.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"71",5055.99992282000,2033845.43651999999,"1","0","1","1","0","1"
"73","830",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000000,880000.00000000000,"95017004",NTNC,10549.00000000000,WELL #4,,WL,GW,P,35.42688900000,-108.08583300000,"003",2004/04/21,1790.00000000000,FT,8.00000000000,IN,280.00000000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0",0.50000000000,"72",5056.00017988000,2033845.45365000004,"1","0","1","1","0","1"
"74","927",NM3526204,CIMARRON WATER SYSTEM,,L,CIMARRON,COLFAX,SW,969.00000000000,490000.00000000000,"26204001",C,7015.00000000000,CIMARRONCITO RESERVOIR INTAKE,,IN,SW,P,36.48114600000,-105.05556000000,"003",2005/11/15,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"73",5056.04225545000,2033845.44323999994,"1","0","1","1","0","1"
"75","953",NM3509223,LA JARA WATER USERS ASSOCIATION,,L,LA JARA,SANDOVAL,SW,250.00000000000,187000.00000000000,"09223003",C,9140.00000000000,INTAKE #1,LA JARA CREEK INTAKE,IN,SW,P,36.12667000000,-106.91175000000,"003",2017/05/11,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1",0.50000000000,"74",5056.03023382000,2033845.44212000002,"1","1","1","1","1",
"76","954",NM3509223,LA JARA WATER USERS ASSOCIATION,,L,LA JARA,SANDOVAL,SW,250.00000000000,187000.00000000000,"09223001",C,7232.00000000000,INFILTRATION GALLERY #1,,IG,SW,P,36.10418500000,-106.94059600000,"003",,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0",0.50000000000,"75",5056.02939579000,2033845.44383000000,"1","1","1","1","1",
"77","1167",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000000,3100000.00000000000,"10124001",C,10430.00000000000,BLOOMFIELD IRRIGATION DITCH,,IN,SW,P,36.71675000000,-107.91714000000,"003",2017/08/31,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"76",5056.04894663000,2033845.45570999989,"1","0","1","1","0","1"
"78","1168",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000000,3100000.00000000000,"10124012",C,12745.00000000000,ARAGON RESERVOIR (RAW),,RS,SW,P,36.71780000000,-107.81754000000,"003",2017/08/31,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1",0.50000000000,"77",5056.04895799000,2033845.44289000006,"1","0","1","1","0","1"
"79","1064",NM3526604,SPRINGER WATER SYSTEM,,L,SPRINGER,COLFAX,SW,1363.00000000000,650000.00000000000,"26604001",C,7017.00000000000,LOWER RESERVOIR INTAKE,,IN,SW,P,36.39277800000,-104.61166700000,"003",2011/11/15,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1",0.50000000000,"78",5056.03947406000,2033845.44029999990,"1","0","1","1","0","1"
"80","1313",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126001",C,1937.00000000000,AGUA FRIA WELL,,WL,GW,P,35.67808300000,-105.97100000000,"003",2010/09/27,740.00000000000,FT,16.00000000000,IN,179.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"79",5056.01188359000,2033845.46099999989,"1","0","1","1","0","1"
"81","1314",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126002",C,1938.00000000000,ALTO WELL,,WL,GW,P,35.68564000000,-105.96133300000,"003",2010/09/27,746.00000000000,FT,12.00000000000,IN,410.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"80",5056.01222558000,2033845.46512000007,"1","0","1","1","0","1"
"82","1315",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126003",C,1939.00000000000,BUCKMAN #1,,WL,GW,P,35.83522200000,-106.15841600000,"003",2010/09/27,1200.00000000000,FT,16.00000000000,IN,387.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"81",5056.01866213000,2033845.43007000000,"1","0","1","1","0","1"
"83","1316",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126004",C,1940.00000000000,BUCKMAN #2,,WL,GW,P,35.82913700000,-106.15652400000,"003",2007/11/26,1593.00000000000,FT,16.00000000000,IN,280.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"82",5056.01844128000,2033845.45849000011,"1","0","1","1","0","1"
"84","1317",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126006",C,1942.00000000000,BUCKMAN #4,,WL,GW,P,35.82055500000,-106.14866600000,"003",2010/09/27,1225.00000000000,FT,16.00000000000,IN,432.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"83",5056.01805004000,2033845.43629999994,"1","0","1","1","0","1"
"85","1318",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126007",C,1943.00000000000,BUCKMAN #5,,WL,GW,P,35.81458300000,-106.14844400000,"003",2010/09/27,1190.00000000000,FT,16.00000000000,IN,205.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"84",5056.01780542000,2033845.44311999995,"1","0","1","1","0","1"
"86","1319",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126008",C,1944.00000000000,BUCKMAN #6,,WL,GW,P,35.81883300000,-106.14231000000,"003",2010/09/27,951.00000000000,FT,16.00000000000,IN,275.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"85",5056.01797544000,2033845.43506999989,"1","0","1","1","0","1"
"87","1320",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126009",C,1945.00000000000,BUCKMAN #7,,WL,GW,P,35.83394400000,-106.15114000000,"003",2010/09/27,1415.00000000000,FT,24.00000000000,IN,266.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"86",5056.01864597000,2033845.46063000010,"1","0","1","1","0","1"
"88","1321",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126010",C,1946.00000000000,FERGUSON WELL,,WL,GW,P,35.68769400000,-105.95772200000,"003",2010/09/27,750.00000000000,FT,14.00000000000,IN,300.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"87",5056.01229633000,2033845.44906000001,"1","0","1","1","0","1"
"89","1322",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126012",C,1948.00000000000,ST MICHAELS WELL,,WL,GW,P,35.65908300000,-105.96569400000,"003",2010/09/27,800.00000000000,FT,16.00000000000,IN,282.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"88",5056.01102098000,2033845.45154000004,"1","0","1","1","0","1"
"90","1323",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126014",C,1949.00000000000,TORREON WELL,,WL,GW,P,35.68478000000,-105.96747200000,"003",2010/09/27,1230.00000000000,FT,16.00000000000,IN,215.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"89",5056.01214402000,2033845.43048000010,"1","0","1","1","0","1"
"91","1324",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126016",C,1950.00000000000,OSAGE WELL,,WL,GW,P,35.67272200000,-105.97975000000,"003",2010/09/27,770.00000000000,FT,16.00000000000,IN,100.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"90",5056.01164565000,2033845.46228999994,"1","1","1","1","1",
"92","1325",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126017",C,1951.00000000000,BUCKMAN #8,,WL,GW,P,35.83275900000,-106.16509800000,"003",2018/03/07,910.00000000000,FT,16.00000000000,IN,37.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"91",5056.01859724000,2033845.46126000001,"1","0","1","1","0","1"
"93","1326",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126019",C,1953.00000000000,BUCKMAN #3A,,WL,GW,P,35.82702600000,-106.14949600000,"003",2007/11/26,1500.00000000000,FT,16.00000000000,IN,365.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"92",5056.01833608000,2033845.44567999989,"1","0","1","1","0","1"
"94","1327",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126020",C,1954.00000000000,NORTHWEST WELL,,WL,GW,P,35.71731000000,-105.96069000000,"003",2010/09/27,2000.00000000000,FT,14.00000000000,IN,450.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"93",5056.01360595000,2033845.44754000008,"1","0","1","1","0","1"
"95","1328",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126044",C,10198.00000000000,BUCKMAN WELL #10,,WL,GW,E,35.77622200000,-106.11353000000,"003",2010/09/27,2016.00000000000,FT,30.00000000000,IN,332.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"94",5056.01616739000,2033845.44439000008,"1","0","1","1","0","1"
"96","1329",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126046",C,10200.00000000000,BUCKMAN WELL #12,,WL,GW,E,35.74494400000,-106.09114000000,"003",2010/09/27,1930.00000000000,FT,30.00000000000,IN,239.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"95",5056.01481602000,2033845.44767999998,"1","0","1","1","0","1"
"97","1330",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126047",C,10201.00000000000,BUCKMAN WELL #13,,WL,GW,E,35.73756400000,-106.07313100000,"003",2010/09/27,2018.00000000000,FT,30.00000000000,IN,296.72000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"96",5056.01448375000,2033845.43974999990,"1","0","1","1","0","1"
"98","1331",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126043",C,8831.00000000000,BUCKMAN #9,,WL,GW,P,35.82985900000,-106.14227400000,"003",2007/11/26,1363.00000000000,FT,16.00000000000,IN,610.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"97",5056.01843264000,2033845.42723000003,"1","0","1","1","0","1"
"99","1332",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126045",C,10199.00000000000,BUCKMAN WELL #11,,WL,GW,E,35.75581000000,-106.10450000000,"003",2010/09/27,2020.00000000000,FT,30.00000000000,IN,271.00000000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"98",5056.01530284000,2033845.45984999998,"1","0","1","1","0","1"
"100","1333",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126072",C,10212.00000000000,NICHOLS RESERVOIR,,RS,SW,P,35.81269700000,-106.02576100000,"003",2004/12/10,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"99",5056.01772810000,2033845.44473999995,"1","0","1","1","0","1"
"101","1334",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126077",C,13327.00000000000,CONNECTION TO BUCKMAN REGIONAL WATER TP,,CC,SW,P,35.71247200000,-106.01666600000,"003",2014/02/20,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"100",5056.01336572000,2033845.42571999994,"1","0","1","1","0","1"
"102","1335",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126053",C,10193.00000000000,SURGE TANK #3 (150K),,OT,SW,P,35.73780700000,-106.07328800000,"003",2018/03/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"101",5056.01451437000,2033845.45558000007,"1","0","1","1","0","1"
"103","1336",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126051",C,10191.00000000000,SURGE TANK #1 (500K),,OT,SW,P,35.82224600000,-106.14426700000,"003",2018/03/07,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"102",5056.01814964000,2033845.45855999994,"1","0","1","1","0","1"
"104","1337",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000000,36150000.00000000000,"05126013",C,6987.00000000000,SURFACE INTAKE,,IN,SW,P,35.68984400000,-105.88079000000,"003",2010/09/27,0.00000000000,,0.00000000000,,0.00000000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1",0.50000000000,"103",5056.01236718000,2033845.42873999989,"1","1","1","1","1",
