OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE
"1373",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000,3000000.00000000,"14019007",C,10882.00000000,CLEAR WELL,,CW,SW,P,33.08727800,-105.97802800,"003",2006/02/07,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"1374",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000,3000000.00000000,"14019011",C,12006.00000000,RAW WATER RESERVOIR,FROM RIO TULAROSA,RS,SW,P,33.08755500,-105.97886100,"003",2006/02/07,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"1375",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000,3000000.00000000,"14019001",C,7012.00000000,TULAROSA STREAM INTAKE,,IN,SW,P,33.09425000,-105.97397200,"003",2006/02/07,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"1376",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000,3000000.00000000,"14019002",C,2502.00000000,WELL #1,,WL,GW,P,33.07724400,-106.00614700,"003",,360.00000000,FT,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0"
"1377",NM3514019,TULAROSA WATER SYSTEM,,L,TULAROSA,OTERO,SW,3996.00000000,3000000.00000000,"14019004",C,12312.00000000,WELL #2,,WL,GW,E,33.07905500,-106.02222200,"003",2008/05/28,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"0"
"1514",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000,24228667.00000000,"10224006",C,12003.00000000,FARMINGTON LAKE,,RS,SW,P,36.80000300,-108.10479300,"003",2000/11/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1515",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000,24228667.00000000,"10224003",C,6994.00000000,FARMERS DITCH PUMP STATION,,IN,SW,I,36.80188000,-108.09698000,"003",2017/12/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1516",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000,24228667.00000000,"10224001",C,6992.00000000,ANIMAS RIVER PUMP STATION # 1,,IN,SW,E,36.72602000,-108.19067000,"003",2017/12/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1517",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000,24228667.00000000,"10224002",C,6993.00000000,ANIMAS RIVER PUMP STATION # 2,,IN,SW,P,36.78305000,-108.10279000,"003",2017/12/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1518",NM3510224,FARMINGTON WATER SYSTEM,,L,FARMINGTON,SAN JUAN,SW,38000.00000000,24228667.00000000,"10224007",C,12004.00000000,SAN JUAN PUMP STATION,,IN,SW,E,36.70722500,-108.19896200,"003",2000/11/17,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"0"
"1519",NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,,L,SANTA FE,SANTA FE,SW,0.00000000,4000000.00000000,"02826001",C,13108.00000000,BUCKMAN SURFACE WATER INTAKE,,IN,SW,P,35.83627000,-106.16196000,"003",2011/09/08,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1688",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719001",C,2498.00000000,WELL #1,,WL,GW,P,32.97936100,-105.93738800,"003",2006/10/31,640.00000000,FT,6.00000000,IN,485.00000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1"
"1689",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719002",C,2499.00000000,WELL #2,,WL,GW,P,32.98125000,-105.93463800,"003",2006/10/31,640.00000000,FT,8.00000000,IN,502.00000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1"
"1690",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719009",C,10479.00000000,WELL #4,,WL,GW,P,32.84841600,-105.92994400,"003",2006/10/31,710.00000000,FT,8.00000000,IN,398.00000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1"
"1691",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719003",C,2500.00000000,WELL #3,,WL,GW,P,32.97988800,-105.93244400,"003",2006/10/31,900.00000000,FT,6.00000000,IN,532.00000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1"
"1692",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719004",C,7009.00000000,LA LUZ/FRESNAL INTAKE,,IN,SW,P,32.97958300,-105.93058300,"003",2006/10/31,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"-1"
"1693",NM3513719,LA LUZ MDWCA,,L,LA LUZ,OTERO,SW,2500.00000000,537000.00000000,"13719010",C,10480.00000000,WELL #5 (LAKESIDE),ORIGINALLY LAKESIDE DE LA LUZ  WELL #1,WL,GW,P,32.97686100,-105.93069400,"003",2006/10/31,585.00000000,FT,7.00000000,IN,485.00000000,FT,LAS CRUCES AREA OFFICE,ANTONIO ROMERO,"0"
"1714",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000,950000.00000000,"01021001",C,6986.00000000,RIVER INTAKE # 1,,IN,SW,P,36.91897200,-106.57133300,"003",2005/07/22,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"1715",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000,950000.00000000,"01021006",C,8934.00000000,INFILTRATION GALLERY #1,,IG,GU,P,36.91897200,-106.57133300,"003",2005/07/22,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"1716",NM3501021,CHAMA WATER SYSTEM,,L,CHAMA,RIO ARRIBA,SW,1573.00000000,950000.00000000,"01021003",C,7054.00000000,SPRING # 1,,SP,SW,P,36.92445600,-106.61475800,"003",,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"1633",NM3593821,NAVAJO LAKE STATE PARK - SIMS MESA,,S,NAVAJO DAM,RIO ARRIBA,SW,110.00000000,200000.00000000,"93821001",NC,7042.00000000,NAVAJO RESERVOIR INTAKE,,IN,SW,P,36.83361100,-107.58638900,"003",2004/10/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2031",NM3593221,HERON LAKE STATE PARK (SURFACE WATER),,S,RUTHERON,RIO ARRIBA,SW,150.00000000,100000.00000000,"93221001",NC,7038.00000000,HERON LAKE INTAKE,,IN,SW,P,36.66567000,-106.70422000,"003",2006/08/22,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"2043",NM3573725,BIG MESA WATER MDWCA,,L,CONCHAS DAM,SAN MIGUEL,SW,265.00000000,325000.00000000,"73725001",C,7028.00000000,INTAKE #1,CONCHAS LAKE  (SURFACE INTAKE),IN,SW,P,35.37750500,-104.21125500,"003",2010/12/21,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"2068",NM3502221,RUTHERON MUTUAL WATER ASSOCIATION,,L,RUTHERON,RIO ARRIBA,GU,90.00000000,20000.00000000,"02221001",C,8942.00000000,INFILTRATION GALLERY #1,,IG,GU,P,36.69855000,-106.60841000,"003",2007/05/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"2080",NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,,P,BLOOMFIELD,SAN JUAN,SW,0.00000000,500000.00000000,"00624004",C,12738.00000000,RAW WATER RESERVOIR,,RS,SW,P,36.69237000,-107.99986000,"003",2017/05/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2081",NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,,P,BLOOMFIELD,SAN JUAN,SW,0.00000000,500000.00000000,"00624001",C,6985.00000000,RIVER INTAKE PUMP STATION,,IN,SW,P,36.69910000,-107.88815000,"003",2017/05/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2132",NM3593225,CONCHAS DAM STATE PARK NORTHSIDE,,S,CONCHAS DAM,SAN MIGUEL,SW,450.00000000,75000.00000000,"93225001",NC,7039.00000000,INTAKE #1,CONCHAS LAKE SURFACE INTAKE,IN,SW,P,35.42757200,-104.19491300,"003",2014/03/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"2471",NM3503521,VALLECITOS MDWCA,,L,VALLECITOS,RIO ARRIBA,SW,92.00000000,10000.00000000,"03521005",C,14357.00000000,RIVER INTAKE,,IN,SW,P,36.49301400,-106.12062300,"003",2019/08/22,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"2472",NM3503521,VALLECITOS MDWCA,,L,VALLECITOS,RIO ARRIBA,SW,92.00000000,10000.00000000,"03521001",C,8946.00000000,INFILTRATION GALLERY #1,,IG,SW,P,36.49530500,-106.11291600,"003",2010/08/04,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"0"
"2588",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701022",C,2238.00000000,DURANES WELL # 4,,WL,GW,P,35.10775000,-106.68792900,"003",2002/02/05,950.00000000,FT,0.00000000,,51.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2589",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701023",C,2239.00000000,DURANES WELL # 5,,WL,GW,P,35.10162800,-106.68838700,"003",2002/02/05,950.00000000,FT,0.00000000,,31.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2590",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701024",C,2240.00000000,DURANES WELL # 6,,WL,GW,P,35.11462700,-106.67544000,"003",2002/02/05,500.00000000,FT,0.00000000,,45.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2591",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701027",C,2243.00000000,GRIEGOS WELL # 2,,WL,GW,P,35.13250000,-106.66861100,"003",2002/02/05,820.00000000,FT,0.00000000,,36.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2592",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701030",C,2246.00000000,GRIEGOS WELL # 5,,WL,GW,P,35.13448900,-106.65752600,"003",2002/02/05,804.00000000,FT,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2593",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701031",C,2247.00000000,LEAVITT WELL # 1,,WL,GW,P,35.05305200,-106.73041000,"003",2002/02/05,1229.00000000,FT,0.00000000,,207.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2594",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701032",C,2248.00000000,LEAVITT WELL # 2,,WL,GW,P,35.04694900,-106.72905200,"003",2002/02/05,1133.00000000,FT,0.00000000,,163.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2595",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701033",C,2249.00000000,LEAVITT WELL # 3,,WL,GW,P,35.04108600,-106.73277500,"003",2002/02/05,1520.00000000,FT,0.00000000,,241.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2596",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701055",C,2271.00000000,PONDEROSA WELL # 3,,WL,GW,P,35.13919000,-106.53836700,"003",2002/02/05,1602.00000000,FT,0.00000000,,669.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2597",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701056",C,2272.00000000,PONDEROSA WELL # 4,,WL,GW,P,35.14326000,-106.53047100,"003",2002/02/05,1549.00000000,FT,0.00000000,,831.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2598",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701057",C,2273.00000000,PONDEROSA WELL # 5,,WL,GW,E,35.15445300,-106.53118800,"003",2002/02/05,1626.00000000,FT,0.00000000,,745.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2599",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701058",C,2274.00000000,PONDEROSA WELL # 6,,WL,GW,P,35.14759000,-106.53993900,"003",2002/02/05,1675.00000000,FT,0.00000000,,677.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2600",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701066",C,2282.00000000,SAN JOSE WELL # 4,,WL,GW,P,35.04885700,-106.64525000,"003",2002/02/05,996.00000000,FT,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2601",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701109",C,2313.00000000,BURTON WELL # 4,,WL,GW,P,35.06198200,-106.60987900,"003",2002/02/05,1276.00000000,FT,0.00000000,,433.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2602",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701087",C,2302.00000000,WEBSTER WELL # 1,,WL,GW,E,35.17532200,-106.55503100,"003",2002/02/05,0.00000000,,0.00000000,,530.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2603",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701016",C,2233.00000000,COLLEGE WELL # 2,,WL,GW,P,35.11282300,-106.73391300,"003",2002/02/05,1575.00000000,FT,0.00000000,,328.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2604",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701187",C,12895.00000000,CORRALES WELL #03,,WL,GW,P,0.00000000,0.00000000,"001",2002/02/05,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2605",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701091",C,2306.00000000,WEST MESA WELL # 3,,WL,GW,P,35.07893400,-106.73236400,"003",2002/02/05,0.00000000,,0.00000000,,257.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2895",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000,994000.00000000,"20024001",C,7014.00000000,ANIMAS RIVER INTAKE #1,ANIMAS RIVER INTAKE,IN,SW,P,36.90089800,-107.91779000,"003",2017/11/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2896",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000,994000.00000000,"20024015",C,12744.00000000,RESERVOIR #3 (RAW),,RS,SW,P,36.89268000,-107.91409000,"003",2017/11/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2897",NM3520024,NORTHSTAR MDWCA,,L,AZTEC,SAN JUAN,SW,3602.00000000,994000.00000000,"20024003",C,9576.00000000,WELL #1,,WL,GW,E,36.90083300,-107.91805600,"003",2003/02/27,34.00000000,FT,11.00000000,IN,12.00000000,FT,SANTA FE AREA OFFICE,JAMES JONES,"0"
"2497",NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,EL PASO FIELD SERVICES,P,BLOOMFIELD,SAN JUAN,SW,28.00000000,84000.00000000,"67424001",NTNC,7026.00000000,BLANCO RES #2 INTAKE,,IN,SW,P,36.71872300,-107.92253900,"003",2020/02/27,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"2606",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701089",C,2304.00000000,WEST MESA WELL # 1,,WL,GW,E,35.07454300,-106.73882600,"003",2002/02/05,0.00000000,,0.00000000,,303.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2607",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701085",C,2300.00000000,WALKER WELL # 1,,WL,GW,E,35.17407400,-106.52846400,"003",2002/02/05,0.00000000,,0.00000000,,813.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2608",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701018",C,2234.00000000,DON WELL # 1,,WL,GW,P,35.06750000,-106.74111100,"003",2002/02/05,1440.00000000,FT,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2609",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701007",C,2224.00000000,CANDELARIA WELL # 1,,WL,GW,P,35.11808300,-106.63732300,"003",2002/02/05,553.00000000,FT,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2610",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701070",C,2285.00000000,THOMAS WELL # 2,,WL,GW,P,35.13032200,-106.54374600,"003",2002/02/05,0.00000000,,0.00000000,,631.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2611",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701193",C,12901.00000000,CORRALES WELL #05,,WL,GW,P,35.19305800,-106.72902600,"003",2002/02/05,1305.00000000,FT,0.00000000,,504.00000000,FT,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
"2612",NM3510701,ALBUQUERQUE WATER SYSTEM,,L,ALBUQUERQUE,BERNALILLO,SW,659736.00000000,92894000.00000000,"10701008",C,2225.00000000,CANDELARIA WELL # 2,,WL,GW,P,35.11958200,-106.63717800,"003",2002/02/05,288.00000000,FT,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"0"
